ALL	 pop_1 	A103 	4 	4
MISS_34	 pop_4 	D4 	0 	0
MISS_35	 pop_4 	D4 	3 	10
MISS_36	 pop_4 	D4 	5 	10
MISS_37	 pop_4 	D4 	7 	8
MISS_38	 pop_4 	D4 	4 	5
MISS_39	 pop_4 	D4 	6 	10
MISS_40	 pop_4 	D4 	0 	8
MISS_41	 pop_4 	D4 	4 	10
MISS_42	 pop_4 	D4 	4 	4
MISS_43	 pop_4 	D4 	8 	8
MISS_44	 pop_4 	D4 	8 	9
MISS_45	 pop_4 	D4 	7 	7
MISS_46	 pop_4 	D4 	7 	7
MISS_47	 pop_4 	D4 	7 	7
MISS_48	 pop_4 	D4 	0 	0
MISS_49	 pop_4 	D4 	0 	0
MISS_50	 pop_4 	D4 	0 	2
MISS_51	 pop_4 	D4 	7 	7
TIPP	 pop_5 	D4 	1 	10
TIPP_2	 pop_5 	D4 	4 	6
TIPP_3	 pop_5 	D4 	6 	10
TIPP_4	 pop_5 	D4 	4 	6
TIPP_5	 pop_5 	D4 	5 	7
TIPP_6	 pop_5 	D4 	2 	11
TIPP_7	 pop_5 	D4 	2 	4
TIPP_8	 pop_5 	D4 	3 	4
TIPP_9	 pop_5 	D4 	0 	0
TIPP_10	 pop_5 	D4 	8 	10
TIPP_11	 pop_5 	D4 	4 	5
TIPP_12	 pop_5 	D4 	5 	10
TIPP_13	 pop_5 	D4 	2 	4
TIPP_14	 pop_5 	D4 	4 	5
TIPP_15	 pop_5 	D4 	3 	8
TIPP_16	 pop_5 	D4 	2 	9
TIPP_17	 pop_5 	D4 	4 	6
TIPP_18	 pop_5 	D4 	5 	9
TIPP_19	 pop_5 	D4 	1 	3
TN	 pop_6 	D4 	6 	7
TN_2	 pop_6 	D4 	5 	10
TN_3	 pop_6 	D4 	6 	8
TN_4	 pop_6 	D4 	4 	5
TN_5	 pop_6 	D4 	4 	7
TN_6	 pop_6 	D4 	5 	7
TN_7	 pop_6 	D4 	7 	7
TN_8	 pop_6 	D4 	5 	9
WIS	 pop_7 	D4 	4 	4
WIS_2	 pop_7 	D4 	7 	9
WIS_3	 pop_7 	D4 	6 	7
WIS_4	 pop_7 	D4 	2 	3
WIS_5	 pop_7 	D4 	6 	8
WIS_6	 pop_7 	D4 	7 	10
WIS_7	 pop_7 	D4 	7 	9
WIS_8	 pop_7 	D4 	8 	11
WIS_9	 pop_7 	D4 	0 	7
WIS_10	 pop_7 	D4 	6 	9
WIS_11	 pop_7 	D4 	6 	9
WIS_12	 pop_7 	D4 	5 	6
WIS_13	 pop_7 	D4 	6 	6
WIS_14	 pop_7 	D4 	5 	6
WIS_15	 pop_7 	D4 	5 	6
WIS_16	 pop_7 	D4 	3 	8
WIS_17	 pop_7 	D4 	5 	9
ALL	 pop_1 	D10 	0 	0
ALL_2	 pop_1 	D10 	0 	0
ALL_3	 pop_1 	D10 	0 	0
ALL_4	 pop_1 	D10 	0 	0
ALL_5	 pop_1 	D10 	0 	0
ALL_6	 pop_1 	D10 	0 	0
ALL_7	 pop_1 	D10 	0 	0
ALL_8	 pop_1 	D10 	0 	0
ALL_9	 pop_1 	D10 	0 	0
ALL_10	 pop_1 	D10 	0 	0
ALL_11	 pop_1 	D10 	0 	0
ALL_12	 pop_1 	D10 	0 	0
ALL_13	 pop_1 	D10 	0 	0
ALL_14	 pop_1 	D10 	0 	0
ALL_15	 pop_1 	D10 	0 	0
ALL_16	 pop_1 	D10 	0 	0
ALL_17	 pop_1 	D10 	0 	0
ALL_18	 pop_1 	D10 	0 	0
ALL_19	 pop_1 	D10 	0 	0
ALL_20	 pop_1 	D10 	0 	0
ALL_21	 pop_1 	D10 	0 	0
ALL_22	 pop_1 	D10 	0 	0
CHIP	 pop_2 	D10 	0 	1
CHIP_2	 pop_2 	D10 	1 	2
CHIP_3	 pop_2 	D10 	0 	2
CHIP_4	 pop_2 	D10 	2 	2
CHIP_5	 pop_2 	D10 	2 	2
CHIP_6	 pop_2 	D10 	0 	2
CHIP_7	 pop_2 	D10 	0 	2
CHIP_8	 pop_2 	D10 	0 	0
CHIP_9	 pop_2 	D10 	0 	0
CHIP_10	 pop_2 	D10 	0 	0
CHIP_11	 pop_2 	D10 	0 	2
CHIP_12	 pop_2 	D10 	1 	2
CHIP_13	 pop_2 	D10 	0 	1
CHIP_14	 pop_2 	D10 	0 	1
CHIP_15	 pop_2 	D10 	0 	2
CHIP_16	 pop_2 	D10 	0 	2
CHIP_17	 pop_2 	D10 	1 	2
CHIP_18	 pop_2 	D10 	0 	1
CHIP_19	 pop_2 	D10 	0 	0
CHIP_20	 pop_2 	D10 	0 	2
CHIP_21	 pop_2 	D10 	1 	2
MER	 pop_3 	D10 	2 	2
MER_2	 pop_3 	D10 	0 	0
MER_3	 pop_3 	D10 	0 	0
MER_4	 pop_3 	D10 	0 	0
MER_5	 pop_3 	D10 	2 	2
MER_6	 pop_3 	D10 	2 	2
MER_7	 pop_3 	D10 	1 	1
MER_8	 pop_3 	D10 	2 	2
MER_9	 pop_3 	D10 	1 	2
MER_10	 pop_3 	D10 	1 	2
MER_11	 pop_3 	D10 	2 	2
MER_12	 pop_3 	D10 	2 	2
MER_13	 pop_3 	D10 	2 	2
MER_14	 pop_3 	D10 	2 	2
MER_15	 pop_3 	D10 	2 	2
MER_16	 pop_3 	D10 	2 	2
MER_17	 pop_3 	D10 	2 	2
MER_18	 pop_3 	D10 	1 	2
MER_19	 pop_3 	D10 	2 	2
MER_20	 pop_3 	D10 	1 	2
MER_21	 pop_3 	D10 	1 	2
MER_22	 pop_3 	D10 	2 	2
MER_23	 pop_3 	D10 	2 	2
MER_24	 pop_3 	D10 	1 	2
MER_25	 pop_3 	D10 	1 	2
MER_26	 pop_3 	D10 	2 	2
MER_27	 pop_3 	D10 	1 	2
MER_28	 pop_3 	D10 	2 	2
MER_29	 pop_3 	D10 	1 	2
MISS	 pop_4 	D10 	1 	1
MISS_2	 pop_4 	D10 	1 	2
MISS_3	 pop_4 	D10 	0 	2
MISS_4	 pop_4 	D10 	0 	2
MISS_5	 pop_4 	D10 	0 	2
MISS_6	 pop_4 	D10 	0 	1
MISS_7	 pop_4 	D10 	1 	1
MISS_8	 pop_4 	D10 	1 	1
MISS_9	 pop_4 	D10 	1 	1
MISS_10	 pop_4 	D10 	1 	2
MISS_11	 pop_4 	D10 	0 	1
MISS_12	 pop_4 	D10 	1 	1
MISS_13	 pop_4 	D10 	1 	1
MISS_14	 pop_4 	D10 	0 	2
MISS_15	 pop_4 	D10 	0 	2
MISS_16	 pop_4 	D10 	0 	1
MISS_17	 pop_4 	D10 	0 	2
MISS_18	 pop_4 	D10 	0 	2
MISS_19	 pop_4 	D10 	1 	1
MISS_20	 pop_4 	D10 	1 	1
MISS_21	 pop_4 	D10 	1 	2
MISS_22	 pop_4 	D10 	0 	0
MISS_23	 pop_4 	D10 	0 	0
MISS_24	 pop_4 	D10 	1 	2
MISS_25	 pop_4 	D10 	0 	0
MISS_26	 pop_4 	D10 	0 	0
MISS_27	 pop_4 	D10 	1 	1
MISS_28	 pop_4 	D10 	0 	0
MISS_29	 pop_4 	D10 	0 	1
MISS_30	 pop_4 	D10 	0 	2
MISS_31	 pop_4 	D10 	0 	2
MISS_32	 pop_4 	D10 	0 	1
MISS_33	 pop_4 	D10 	0 	0
MISS_34	 pop_4 	D10 	0 	0
MISS_35	 pop_4 	D10 	0 	1
MISS_36	 pop_4 	D10 	0 	2
MISS_37	 pop_4 	D10 	1 	2
MISS_38	 pop_4 	D10 	0 	2
MISS_39	 pop_4 	D10 	1 	2
MISS_40	 pop_4 	D10 	0 	0
MISS_41	 pop_4 	D10 	0 	0
MISS_42	 pop_4 	D10 	1 	1
MISS_43	 pop_4 	D10 	0 	2
MISS_44	 pop_4 	D10 	1 	1
MISS_45	 pop_4 	D10 	0 	0
MISS_46	 pop_4 	D10 	1 	2
MISS_47	 pop_4 	D10 	1 	2
MISS_48	 pop_4 	D10 	0 	0
MISS_49	 pop_4 	D10 	0 	0
MISS_50	 pop_4 	D10 	1 	1
MISS_51	 pop_4 	D10 	2 	2
TIPP	 pop_5 	D10 	0 	0
TIPP_2	 pop_5 	D10 	0 	0
TIPP_3	 pop_5 	D10 	0 	0
TIPP_4	 pop_5 	D10 	0 	0
TIPP_5	 pop_5 	D10 	0 	0
TIPP_6	 pop_5 	D10 	0 	0
TIPP_7	 pop_5 	D10 	0 	0
TIPP_8	 pop_5 	D10 	0 	0
TIPP_9	 pop_5 	D10 	0 	0
TIPP_10	 pop_5 	D10 	0 	0
TIPP_11	 pop_5 	D10 	0 	0
TIPP_12	 pop_5 	D10 	0 	1
TIPP_13	 pop_5 	D10 	0 	0
TIPP_14	 pop_5 	D10 	0 	0
TIPP_15	 pop_5 	D10 	0 	0
TIPP_16	 pop_5 	D10 	0 	0
TIPP_17	 pop_5 	D10 	0 	2
TIPP_18	 pop_5 	D10 	0 	0
TIPP_19	 pop_5 	D10 	0 	0
TN	 pop_6 	D10 	0 	0
TN_2	 pop_6 	D10 	0 	0
TN_3	 pop_6 	D10 	0 	0
TN_4	 pop_6 	D10 	0 	0
TN_5	 pop_6 	D10 	0 	0
TN_6	 pop_6 	D10 	0 	0
TN_7	 pop_6 	D10 	0 	0
TN_8	 pop_6 	D10 	0 	0
WIS	 pop_7 	D10 	1 	2
WIS_2	 pop_7 	D10 	0 	2
WIS_3	 pop_7 	D10 	1 	2
WIS_4	 pop_7 	D10 	1 	2
WIS_5	 pop_7 	D10 	2 	2
WIS_6	 pop_7 	D10 	0 	2
WIS_7	 pop_7 	D10 	0 	2
WIS_8	 pop_7 	D10 	1 	2
WIS_9	 pop_7 	D10 	2 	2
WIS_10	 pop_7 	D10 	0 	1
WIS_11	 pop_7 	D10 	0 	1
WIS_12	 pop_7 	D10 	1 	1
WIS_13	 pop_7 	D10 	0 	1
WIS_14	 pop_7 	D10 	0 	1
WIS_15	 pop_7 	D10 	0 	0
WIS_16	 pop_7 	D10 	0 	2
WIS_17	 pop_7 	D10 	0 	2
ALL	 pop_1 	D106 	1 	2
ALL_2	 pop_1 	D106 	3 	3
ALL_3	 pop_1 	D106 	2 	2
ALL_4	 pop_1 	D106 	2 	4
ALL_5	 pop_1 	D106 	2 	2
ALL_6	 pop_1 	D106 	1 	1
ALL_7	 pop_1 	D106 	1 	3
ALL_8	 pop_1 	D106 	2 	2
ALL_9	 pop_1 	D106 	2 	2
ALL_10	 pop_1 	D106 	1 	2
ALL_11	 pop_1 	D106 	1 	1
ALL_12	 pop_1 	D106 	1 	1
ALL_13	 pop_1 	D106 	2 	2
ALL_14	 pop_1 	D106 	2 	4
ALL_15	 pop_1 	D106 	2 	3
ALL_16	 pop_1 	D106 	1 	3
ALL_17	 pop_1 	D106 	3 	4
ALL_18	 pop_1 	D106 	2 	3
ALL_19	 pop_1 	D106 	2 	2
ALL_20	 pop_1 	D106 	3 	3
ALL_21	 pop_1 	D106 	2 	2
ALL_22	 pop_1 	D106 	2 	2
CHIP	 pop_2 	D106 	3 	4
CHIP_2	 pop_2 	D106 	1 	3
CHIP_3	 pop_2 	D106 	3 	3
CHIP_4	 pop_2 	D106 	1 	4
CHIP_5	 pop_2 	D106 	1 	3
CHIP_6	 pop_2 	D106 	1 	2
CHIP_7	 pop_2 	D106 	3 	3
CHIP_8	 pop_2 	D106 	2 	2
CHIP_9	 pop_2 	D106 	3 	3
CHIP_10	 pop_2 	D106 	2 	3
CHIP_11	 pop_2 	D106 	3 	3
CHIP_12	 pop_2 	D106 	1 	1
CHIP_13	 pop_2 	D106 	0 	0
CHIP_14	 pop_2 	D106 	3 	3
CHIP_15	 pop_2 	D106 	1 	2
CHIP_16	 pop_2 	D106 	1 	2
CHIP_17	 pop_2 	D106 	0 	0
CHIP_18	 pop_2 	D106 	1 	2
CHIP_19	 pop_2 	D106 	3 	3
CHIP_20	 pop_2 	D106 	2 	4
CHIP_21	 pop_2 	D106 	2 	3
MER	 pop_3 	D106 	1 	2
MER_2	 pop_3 	D106 	1 	2
MER_3	 pop_3 	D106 	0 	0
MER_4	 pop_3 	D106 	0 	0
MER_5	 pop_3 	D106 	2 	2
MER_6	 pop_3 	D106 	1 	3
MER_7	 pop_3 	D106 	2 	3
MER_8	 pop_3 	D106 	1 	2
MER_9	 pop_3 	D106 	1 	2
MER_10	 pop_3 	D106 	1 	2
MER_11	 pop_3 	D106 	1 	3
MER_12	 pop_3 	D106 	1 	2
MER_13	 pop_3 	D106 	0 	0
MER_14	 pop_3 	D106 	2 	3
MER_15	 pop_3 	D106 	2 	3
MER_16	 pop_3 	D106 	1 	2
MER_17	 pop_3 	D106 	2 	2
MER_18	 pop_3 	D106 	2 	3
MER_19	 pop_3 	D106 	1 	3
MER_20	 pop_3 	D106 	2 	3
MER_21	 pop_3 	D106 	1 	3
MER_22	 pop_3 	D106 	2 	2
MER_23	 pop_3 	D106 	3 	3
MER_24	 pop_3 	D106 	3 	3
MER_25	 pop_3 	D106 	2 	4
MER_26	 pop_3 	D106 	0 	0
MER_27	 pop_3 	D106 	1 	2
MER_28	 pop_3 	D106 	0 	0
MER_29	 pop_3 	D106 	1 	3
MISS	 pop_4 	D106 	3 	3
MISS_2	 pop_4 	D106 	3 	4
MISS_3	 pop_4 	D106 	3 	3
MISS_4	 pop_4 	D106 	3 	3
MISS_5	 pop_4 	D106 	3 	3
MISS_6	 pop_4 	D106 	3 	3
MISS_7	 pop_4 	D106 	2 	4
MISS_8	 pop_4 	D106 	3 	3
MISS_9	 pop_4 	D106 	2 	2
MISS_10	 pop_4 	D106 	2 	4
MISS_11	 pop_4 	D106 	2 	3
MISS_12	 pop_4 	D106 	2 	3
MISS_13	 pop_4 	D106 	1 	1
MISS_14	 pop_4 	D106 	2 	3
MISS_15	 pop_4 	D106 	1 	3
MISS_16	 pop_4 	D106 	2 	3
MISS_17	 pop_4 	D106 	1 	2
MISS_18	 pop_4 	D106 	2 	3
MISS_19	 pop_4 	D106 	1 	2
MISS_20	 pop_4 	D106 	1 	1
MISS_21	 pop_4 	D106 	1 	1
MISS_22	 pop_4 	D106 	3 	4
MISS_23	 pop_4 	D106 	0 	0
MISS_24	 pop_4 	D106 	2 	3
MISS_25	 pop_4 	D106 	2 	3
MISS_26	 pop_4 	D106 	2 	2
MISS_27	 pop_4 	D106 	2 	3
MISS_28	 pop_4 	D106 	2 	3
MISS_29	 pop_4 	D106 	1 	3
MISS_30	 pop_4 	D106 	2 	3
MISS_31	 pop_4 	D106 	2 	3
MISS_32	 pop_4 	D106 	2 	3
MISS_33	 pop_4 	D106 	3 	3
MISS_34	 pop_4 	D106 	0 	0
MISS_35	 pop_4 	D106 	1 	2
MISS_36	 pop_4 	D106 	2 	2
MISS_37	 pop_4 	D106 	3 	3
MISS_38	 pop_4 	D106 	2 	4
MISS_39	 pop_4 	D106 	2 	3
MISS_40	 pop_4 	D106 	2 	3
MISS_41	 pop_4 	D106 	1 	3
MISS_42	 pop_4 	D106 	1 	2
MISS_43	 pop_4 	D106 	2 	3
MISS_44	 pop_4 	D106 	2 	4
MISS_45	 pop_4 	D106 	0 	0
MISS_46	 pop_4 	D106 	1 	3
MISS_47	 pop_4 	D106 	2 	3
MISS_48	 pop_4 	D106 	0 	0
MISS_49	 pop_4 	D106 	0 	0
MISS_50	 pop_4 	D106 	2 	2
MISS_51	 pop_4 	D106 	2 	3
TIPP	 pop_5 	D106 	2 	3
TIPP_2	 pop_5 	D106 	2 	3
TIPP_3	 pop_5 	D106 	3 	4
TIPP_4	 pop_5 	D106 	1 	3
TIPP_5	 pop_5 	D106 	1 	2
TIPP_6	 pop_5 	D106 	2 	2
TIPP_7	 pop_5 	D106 	3 	3
TIPP_8	 pop_5 	D106 	1 	1
TIPP_9	 pop_5 	D106 	1 	2
TIPP_10	 pop_5 	D106 	0 	1
TIPP_11	 pop_5 	D106 	3 	3
TIPP_12	 pop_5 	D106 	2 	4
TIPP_13	 pop_5 	D106 	1 	2
TIPP_14	 pop_5 	D106 	2 	2
TIPP_15	 pop_5 	D106 	1 	2
TIPP_16	 pop_5 	D106 	2 	2
TIPP_17	 pop_5 	D106 	3 	3
TIPP_18	 pop_5 	D106 	3 	3
TIPP_19	 pop_5 	D106 	2 	4
TN	 pop_6 	D106 	3 	4
TN_2	 pop_6 	D106 	2 	2
TN_3	 pop_6 	D106 	3 	3
TN_4	 pop_6 	D106 	0 	3
TN_5	 pop_6 	D106 	3 	3
TN_6	 pop_6 	D106 	4 	4
TN_7	 pop_6 	D106 	2 	3
TN_8	 pop_6 	D106 	3 	4
WIS	 pop_7 	D106 	2 	3
WIS_2	 pop_7 	D106 	1 	2
WIS_3	 pop_7 	D106 	2 	2
WIS_4	 pop_7 	D106 	0 	1
WIS_5	 pop_7 	D106 	2 	3
WIS_6	 pop_7 	D106 	2 	2
WIS_7	 pop_7 	D106 	1 	2
WIS_8	 pop_7 	D106 	3 	3
WIS_9	 pop_7 	D106 	3 	3
WIS_10	 pop_7 	D106 	2 	3
WIS_11	 pop_7 	D106 	1 	3
WIS_12	 pop_7 	D106 	3 	3
WIS_13	 pop_7 	D106 	2 	3
WIS_14	 pop_7 	D106 	2 	4
WIS_15	 pop_7 	D106 	2 	2
WIS_16	 pop_7 	D106 	2 	3
WIS_17	 pop_7 	D106 	3 	3
ALL	 pop_1 	D114 	1 	2
ALL_2	 pop_1 	D114 	1 	2
ALL_3	 pop_1 	D114 	2 	2
ALL_4	 pop_1 	D114 	0 	1
ALL_5	 pop_1 	D114 	1 	2
ALL_6	 pop_1 	D114 	1 	2
ALL_7	 pop_1 	D114 	1 	2
ALL_8	 pop_1 	D114 	2 	2
ALL_9	 pop_1 	D114 	2 	3
ALL_10	 pop_1 	D114 	1 	2
ALL_11	 pop_1 	D114 	2 	2
ALL_12	 pop_1 	D114 	1 	2
ALL_13	 pop_1 	D114 	2 	2
ALL_14	 pop_1 	D114 	3 	3
ALL_15	 pop_1 	D114 	2 	2
ALL_16	 pop_1 	D114 	2 	2
ALL_17	 pop_1 	D114 	2 	2
ALL_18	 pop_1 	D114 	2 	2
ALL_19	 pop_1 	D114 	0 	1
ALL_20	 pop_1 	D114 	1 	2
ALL_21	 pop_1 	D114 	2 	2
ALL_22	 pop_1 	D114 	1 	2
CHIP	 pop_2 	D114 	2 	3
CHIP_2	 pop_2 	D114 	1 	2
CHIP_3	 pop_2 	D114 	2 	2
CHIP_4	 pop_2 	D114 	2 	2
CHIP_5	 pop_2 	D114 	2 	2
CHIP_6	 pop_2 	D114 	1 	2
CHIP_7	 pop_2 	D114 	2 	2
CHIP_8	 pop_2 	D114 	1 	2
CHIP_9	 pop_2 	D114 	2 	2
CHIP_10	 pop_2 	D114 	1 	1
CHIP_11	 pop_2 	D114 	2 	2
CHIP_12	 pop_2 	D114 	2 	2
CHIP_13	 pop_2 	D114 	1 	2
CHIP_14	 pop_2 	D114 	2 	2
CHIP_15	 pop_2 	D114 	1 	2
CHIP_16	 pop_2 	D114 	1 	2
CHIP_17	 pop_2 	D114 	2 	3
CHIP_18	 pop_2 	D114 	2 	2
CHIP_19	 pop_2 	D114 	2 	2
CHIP_20	 pop_2 	D114 	1 	2
CHIP_21	 pop_2 	D114 	2 	2
MER	 pop_3 	D114 	2 	2
MER_2	 pop_3 	D114 	2 	2
MER_3	 pop_3 	D114 	2 	3
MER_4	 pop_3 	D114 	2 	2
MER_5	 pop_3 	D114 	2 	3
MER_6	 pop_3 	D114 	1 	2
MER_7	 pop_3 	D114 	1 	2
MER_8	 pop_3 	D114 	1 	2
MER_9	 pop_3 	D114 	1 	1
MER_10	 pop_3 	D114 	1 	1
MER_11	 pop_3 	D114 	0 	1
MER_12	 pop_3 	D114 	1 	2
MER_13	 pop_3 	D114 	1 	2
MER_14	 pop_3 	D114 	1 	2
MER_15	 pop_3 	D114 	1 	3
MER_16	 pop_3 	D114 	2 	2
MER_17	 pop_3 	D114 	1 	1
MER_18	 pop_3 	D114 	2 	2
MER_19	 pop_3 	D114 	1 	2
MER_20	 pop_3 	D114 	2 	2
MER_21	 pop_3 	D114 	1 	1
MER_22	 pop_3 	D114 	1 	1
MER_23	 pop_3 	D114 	2 	2
MER_24	 pop_3 	D114 	2 	2
MER_25	 pop_3 	D114 	2 	2
MER_26	 pop_3 	D114 	2 	3
MER_27	 pop_3 	D114 	2 	2
MER_28	 pop_3 	D114 	2 	2
MER_29	 pop_3 	D114 	1 	1
MISS	 pop_4 	D114 	0 	1
MISS_2	 pop_4 	D114 	1 	2
MISS_3	 pop_4 	D114 	1 	2
MISS_4	 pop_4 	D114 	2 	2
MISS_5	 pop_4 	D114 	1 	1
MISS_6	 pop_4 	D114 	2 	2
MISS_7	 pop_4 	D114 	1 	1
MISS_8	 pop_4 	D114 	1 	2
MISS_9	 pop_4 	D114 	2 	2
MISS_10	 pop_4 	D114 	2 	2
MISS_11	 pop_4 	D114 	2 	2
MISS_12	 pop_4 	D114 	1 	2
MISS_13	 pop_4 	D114 	2 	2
MISS_14	 pop_4 	D114 	1 	2
MISS_15	 pop_4 	D114 	2 	3
MISS_16	 pop_4 	D114 	1 	2
MISS_17	 pop_4 	D114 	1 	3
MISS_18	 pop_4 	D114 	1 	2
MISS_19	 pop_4 	D114 	1 	2
MISS_20	 pop_4 	D114 	2 	2
MISS_21	 pop_4 	D114 	1 	2
MISS_22	 pop_4 	D114 	1 	2
MISS_23	 pop_4 	D114 	0 	0
MISS_24	 pop_4 	D114 	2 	2
MISS_25	 pop_4 	D114 	1 	1
MISS_26	 pop_4 	D114 	2 	2
MISS_27	 pop_4 	D114 	1 	2
MISS_28	 pop_4 	D114 	1 	2
MISS_29	 pop_4 	D114 	1 	2
MISS_30	 pop_4 	D114 	1 	2
MISS_31	 pop_4 	D114 	2 	2
MISS_32	 pop_4 	D114 	1 	1
MISS_33	 pop_4 	D114 	2 	2
MISS_34	 pop_4 	D114 	0 	0
MISS_35	 pop_4 	D114 	1 	2
MISS_36	 pop_4 	D114 	1 	2
MISS_37	 pop_4 	D114 	1 	2
MISS_38	 pop_4 	D114 	1 	2
MISS_39	 pop_4 	D114 	1 	2
MISS_40	 pop_4 	D114 	1 	2
MISS_41	 pop_4 	D114 	1 	1
MISS_42	 pop_4 	D114 	2 	2
MISS_43	 pop_4 	D114 	1 	2
MISS_44	 pop_4 	D114 	2 	2
MISS_45	 pop_4 	D114 	2 	2
MISS_46	 pop_4 	D114 	1 	3
MISS_47	 pop_4 	D114 	0 	2
MISS_48	 pop_4 	D114 	0 	0
MISS_49	 pop_4 	D114 	0 	0
MISS_50	 pop_4 	D114 	1 	1
MISS_51	 pop_4 	D114 	1 	1
TIPP	 pop_5 	D114 	0 	2
TIPP_2	 pop_5 	D114 	2 	3
TIPP_3	 pop_5 	D114 	2 	2
TIPP_4	 pop_5 	D114 	0 	1
TIPP_5	 pop_5 	D114 	2 	2
TIPP_6	 pop_5 	D114 	2 	3
TIPP_7	 pop_5 	D114 	1 	2
TIPP_8	 pop_5 	D114 	1 	2
TIPP_9	 pop_5 	D114 	2 	2
TIPP_10	 pop_5 	D114 	1 	2
TIPP_11	 pop_5 	D114 	1 	2
TIPP_12	 pop_5 	D114 	1 	2
TIPP_13	 pop_5 	D114 	2 	3
TIPP_14	 pop_5 	D114 	1 	2
TIPP_15	 pop_5 	D114 	2 	2
TIPP_16	 pop_5 	D114 	2 	3
TIPP_17	 pop_5 	D114 	1 	2
TIPP_18	 pop_5 	D114 	1 	2
TIPP_19	 pop_5 	D114 	1 	1
TN	 pop_6 	D114 	1 	1
TN_2	 pop_6 	D114 	1 	2
TN_3	 pop_6 	D114 	1 	2
TN_4	 pop_6 	D114 	0 	2
TN_5	 pop_6 	D114 	2 	2
TN_6	 pop_6 	D114 	1 	1
TN_7	 pop_6 	D114 	1 	1
TN_8	 pop_6 	D114 	0 	1
WIS	 pop_7 	D114 	2 	2
WIS_2	 pop_7 	D114 	1 	2
WIS_3	 pop_7 	D114 	2 	3
WIS_4	 pop_7 	D114 	1 	2
WIS_5	 pop_7 	D114 	1 	1
WIS_6	 pop_7 	D114 	2 	2
WIS_7	 pop_7 	D114 	0 	2
WIS_8	 pop_7 	D114 	1 	2
WIS_9	 pop_7 	D114 	1 	2
WIS_10	 pop_7 	D114 	0 	2
WIS_11	 pop_7 	D114 	1 	2
WIS_12	 pop_7 	D114 	2 	2
WIS_13	 pop_7 	D114 	2 	2
WIS_14	 pop_7 	D114 	1 	2
WIS_15	 pop_7 	D114 	1 	2
WIS_16	 pop_7 	D114 	2 	3
WIS_17	 pop_7 	D114 	2 	2
ALL	 pop_1 	D119 	1 	2
ALL_2	 pop_1 	D119 	1 	3
ALL_3	 pop_1 	D119 	0 	1
ALL_4	 pop_1 	D119 	1 	1
ALL_5	 pop_1 	D119 	0 	2
ALL_6	 pop_1 	D119 	1 	1
ALL_7	 pop_1 	D119 	1 	3
ALL_8	 pop_1 	D119 	1 	2
ALL_9	 pop_1 	D119 	1 	2
ALL_10	 pop_1 	D119 	1 	3
ALL_11	 pop_1 	D119 	0 	1
ALL_12	 pop_1 	D119 	1 	1
ALL_13	 pop_1 	D119 	0 	2
ALL_14	 pop_1 	D119 	1 	3
ALL_15	 pop_1 	D119 	1 	1
ALL_16	 pop_1 	D119 	1 	2
ALL_17	 pop_1 	D119 	3 	3
ALL_18	 pop_1 	D119 	1 	1
ALL_19	 pop_1 	D119 	0 	1
ALL_20	 pop_1 	D119 	0 	1
ALL_21	 pop_1 	D119 	1 	1
ALL_22	 pop_1 	D119 	1 	2
CHIP	 pop_2 	D119 	1 	2
CHIP_2	 pop_2 	D119 	1 	2
CHIP_3	 pop_2 	D119 	1 	1
CHIP_4	 pop_2 	D119 	1 	1
CHIP_5	 pop_2 	D119 	1 	1
CHIP_6	 pop_2 	D119 	2 	3
CHIP_7	 pop_2 	D119 	0 	1
CHIP_8	 pop_2 	D119 	1 	2
CHIP_9	 pop_2 	D119 	2 	3
CHIP_10	 pop_2 	D119 	0 	1
CHIP_11	 pop_2 	D119 	1 	2
CHIP_12	 pop_2 	D119 	2 	2
CHIP_13	 pop_2 	D119 	2 	2
CHIP_14	 pop_2 	D119 	1 	3
CHIP_15	 pop_2 	D119 	1 	2
CHIP_16	 pop_2 	D119 	2 	2
CHIP_17	 pop_2 	D119 	1 	3
CHIP_18	 pop_2 	D119 	1 	1
CHIP_19	 pop_2 	D119 	1 	1
CHIP_20	 pop_2 	D119 	2 	2
CHIP_21	 pop_2 	D119 	1 	3
MER	 pop_3 	D119 	1 	2
MER_2	 pop_3 	D119 	3 	3
MER_3	 pop_3 	D119 	1 	1
MER_4	 pop_3 	D119 	2 	3
MER_5	 pop_3 	D119 	1 	2
MER_6	 pop_3 	D119 	1 	2
MER_7	 pop_3 	D119 	2 	2
MER_8	 pop_3 	D119 	2 	2
MER_9	 pop_3 	D119 	2 	2
MER_10	 pop_3 	D119 	0 	2
MER_11	 pop_3 	D119 	1 	2
MER_12	 pop_3 	D119 	1 	2
MER_13	 pop_3 	D119 	1 	2
MER_14	 pop_3 	D119 	1 	1
MER_15	 pop_3 	D119 	2 	2
MER_16	 pop_3 	D119 	1 	1
MER_17	 pop_3 	D119 	1 	1
MER_18	 pop_3 	D119 	0 	2
MER_19	 pop_3 	D119 	1 	2
MER_20	 pop_3 	D119 	0 	1
MER_21	 pop_3 	D119 	1 	1
MER_22	 pop_3 	D119 	1 	1
MER_23	 pop_3 	D119 	1 	2
MER_24	 pop_3 	D119 	1 	2
MER_25	 pop_3 	D119 	1 	2
MER_26	 pop_3 	D119 	0 	0
MER_27	 pop_3 	D119 	1 	1
MER_28	 pop_3 	D119 	0 	0
MER_29	 pop_3 	D119 	1 	3
MISS	 pop_4 	D119 	1 	1
MISS_2	 pop_4 	D119 	1 	2
